"#","source","filename","r2_key","r2_public_url","status","size_kb"
"94","colors/d2085dce-8c34-49d1-a30c-88b60fd1f748/vert  img1","1780455409879_x3x9tc.jpg","nyvarastore/products/1780455409879_x3x9tc.jpg","https://pub-96ecbfcde03642529999eddf062d31f5.r2.dev/nyvarastore/products/1780455409879_x3x9tc.jpg","copied","50.4"
"95","colors/d2085dce-8c34-49d1-a30c-88b60fd1f748/vert  img2","1780455411721_9wbeof.jpg","nyvarastore/products/1780455411721_9wbeof.jpg","https://pub-96ecbfcde03642529999eddf062d31f5.r2.dev/nyvarastore/products/1780455411721_9wbeof.jpg","copied","92.4"
"96","colors/37cf8bc8-4b70-40a3-984c-f7b02ebbdb24/gris img2","1780634072831_7fsquj.jpg","nyvarastore/products/1780634072831_7fsquj.jpg","https://pub-96ecbfcde03642529999eddf062d31f5.r2.dev/nyvarastore/products/1780634072831_7fsquj.jpg","copied","43.7"
"97","colors/37cf8bc8-4b70-40a3-984c-f7b02ebbdb24/rouge img1","1780634106769_awuv3p.jpg","nyvarastore/products/1780634106769_awuv3p.jpg","https://pub-96ecbfcde03642529999eddf062d31f5.r2.dev/nyvarastore/products/1780634106769_awuv3p.jpg","copied","183.8"
"98","colors/37cf8bc8-4b70-40a3-984c-f7b02ebbdb24/rouge img2","1780634111257_euq9.jpg","nyvarastore/products/1780634111257_euq9.jpg","https://pub-96ecbfcde03642529999eddf062d31f5.r2.dev/nyvarastore/products/1780634111257_euq9.jpg","copied","49.5"
"99","colors/37cf8bc8-4b70-40a3-984c-f7b02ebbdb24/Noir img1","1780634171831_d36wz2.jpg","nyvarastore/products/1780634171831_d36wz2.jpg","https://pub-96ecbfcde03642529999eddf062d31f5.r2.dev/nyvarastore/products/1780634171831_d36wz2.jpg","copied","176.7"
"100","colors/37cf8bc8-4b70-40a3-984c-f7b02ebbdb24/Noir img2","1780634174132_41c84k.jpg","nyvarastore/products/1780634174132_41c84k.jpg","https://pub-96ecbfcde03642529999eddf062d31f5.r2.dev/nyvarastore/products/1780634174132_41c84k.jpg","copied","42.4"
"101","colors/37cf8bc8-4b70-40a3-984c-f7b02ebbdb24/transparent img1","1780634203278_3hb2c6.jpg","nyvarastore/products/1780634203278_3hb2c6.jpg","https://pub-96ecbfcde03642529999eddf062d31f5.r2.dev/nyvarastore/products/1780634203278_3hb2c6.jpg","copied","49.6"
"102","colors/37cf8bc8-4b70-40a3-984c-f7b02ebbdb24/transparent img2","1780634205530_zxx4v.jpg","nyvarastore/products/1780634205530_zxx4v.jpg","https://pub-96ecbfcde03642529999eddf062d31f5.r2.dev/nyvarastore/products/1780634205530_zxx4v.jpg","copied","45.3"
"103","colors/9fd06901-3740-4f17-84ec-82d4c4df9c68/Noir et gold img2","1780634470539_sndms.jpg","nyvarastore/products/1780634470539_sndms.jpg","https://pub-96ecbfcde03642529999eddf062d31f5.r2.dev/nyvarastore/products/1780634470539_sndms.jpg","copied","44.6"
"104","colors/9fd06901-3740-4f17-84ec-82d4c4df9c68/Noir img1","1780634489236_sz97op.jpg","nyvarastore/products/1780634489236_sz97op.jpg","https://pub-96ecbfcde03642529999eddf062d31f5.r2.dev/nyvarastore/products/1780634489236_sz97op.jpg","copied","42.1"
"105","colors/9fd06901-3740-4f17-84ec-82d4c4df9c68/Noir img2","1780634492273_2ad5ab.jpg","nyvarastore/products/1780634492273_2ad5ab.jpg","https://pub-96ecbfcde03642529999eddf062d31f5.r2.dev/nyvarastore/products/1780634492273_2ad5ab.jpg","copied","45.7"
"106","colors/4780ff7b-bd83-48df-810c-46e6cdc69dbe/Noir img1","1780690539282_vo7ohb.JPG","nyvarastore/products/1780690539282_vo7ohb.JPG","https://pub-96ecbfcde03642529999eddf062d31f5.r2.dev/nyvarastore/products/1780690539282_vo7ohb.JPG","copied","1901.1"
"107","colors/4780ff7b-bd83-48df-810c-46e6cdc69dbe/silver img1","1780690636087_nj8dte.JPG","nyvarastore/products/1780690636087_nj8dte.JPG","https://pub-96ecbfcde03642529999eddf062d31f5.r2.dev/nyvarastore/products/1780690636087_nj8dte.JPG","copied","2161.5"
"108","colors/4780ff7b-bd83-48df-810c-46e6cdc69dbe/silver img2","1780690654308_7w9cjh.JPG","nyvarastore/products/1780690654308_7w9cjh.JPG","https://pub-96ecbfcde03642529999eddf062d31f5.r2.dev/nyvarastore/products/1780690654308_7w9cjh.JPG","copied","2401.2"
"109","colors/4780ff7b-bd83-48df-810c-46e6cdc69dbe/orange img1","1780690752554_y548jf.JPG","nyvarastore/products/1780690752554_y548jf.JPG","https://pub-96ecbfcde03642529999eddf062d31f5.r2.dev/nyvarastore/products/1780690752554_y548jf.JPG","copied","2247.7"
"110","colors/4780ff7b-bd83-48df-810c-46e6cdc69dbe/orange img2","1780690757690_6m849p.JPG","nyvarastore/products/1780690757690_6m849p.JPG","https://pub-96ecbfcde03642529999eddf062d31f5.r2.dev/nyvarastore/products/1780690757690_6m849p.JPG","copied","2263.5"
"111","colors/67475148-0b88-49c5-ae94-e0dcd5b8fc44/Gris  img1","1778515771579_eewpsr.jpg","nyvarastore/products/1778515771579_eewpsr.jpg","https://pub-96ecbfcde03642529999eddf062d31f5.r2.dev/nyvarastore/products/1778515771579_eewpsr.jpg","copied","42.3"
"112","colors/67475148-0b88-49c5-ae94-e0dcd5b8fc44/Gris  img2","1778517016569_3hly7.jpg","nyvarastore/products/1778517016569_3hly7.jpg","https://pub-96ecbfcde03642529999eddf062d31f5.r2.dev/nyvarastore/products/1778517016569_3hly7.jpg","copied","34.7"
"113","colors/67475148-0b88-49c5-ae94-e0dcd5b8fc44/dark  img1","1778515792509_pdmh9c.jpg","nyvarastore/products/1778515792509_pdmh9c.jpg","https://pub-96ecbfcde03642529999eddf062d31f5.r2.dev/nyvarastore/products/1778515792509_pdmh9c.jpg","copied","31.8"
"114","colors/67475148-0b88-49c5-ae94-e0dcd5b8fc44/dark  img2","1778517022901_x6ks2s.jpg","nyvarastore/products/1778517022901_x6ks2s.jpg","https://pub-96ecbfcde03642529999eddf062d31f5.r2.dev/nyvarastore/products/1778517022901_x6ks2s.jpg","copied","30.9"
"115","colors/3d916995-98da-4766-880a-84ae571b083f/ img1","1780690311720_jzni3.JPG","nyvarastore/products/1780690311720_jzni3.JPG","https://pub-96ecbfcde03642529999eddf062d31f5.r2.dev/nyvarastore/products/1780690311720_jzni3.JPG","copied","2169.6"
"116","colors/ead540cc-5a19-46de-ad4b-ec525f7b7631/rouge img1","1780634823311_pkpona.jpg","nyvarastore/products/1780634823311_pkpona.jpg","https://pub-96ecbfcde03642529999eddf062d31f5.r2.dev/nyvarastore/products/1780634823311_pkpona.jpg","copied","47.7"
"117","colors/ead540cc-5a19-46de-ad4b-ec525f7b7631/blue img1","1780634827990_opc85k.jpg","nyvarastore/products/1780634827990_opc85k.jpg","https://pub-96ecbfcde03642529999eddf062d31f5.r2.dev/nyvarastore/products/1780634827990_opc85k.jpg","copied","51.4"
"118","colors/ead540cc-5a19-46de-ad4b-ec525f7b7631/ img1","1780688975076_12gfzq.JPG","nyvarastore/products/1780688975076_12gfzq.JPG","https://pub-96ecbfcde03642529999eddf062d31f5.r2.dev/nyvarastore/products/1780688975076_12gfzq.JPG","copied","1903.8"
"119","colors/cd90c397-6a02-4492-964f-10332d7351ed/ img1","1780691262756_h3bsf.webp","nyvarastore/products/1780691262756_h3bsf.webp","https://pub-96ecbfcde03642529999eddf062d31f5.r2.dev/nyvarastore/products/1780691262756_h3bsf.webp","copied","16.8"
"120","colors/cd90c397-6a02-4492-964f-10332d7351ed/ img1","1780691366101_kac1ul.webp","nyvarastore/products/1780691366101_kac1ul.webp","https://pub-96ecbfcde03642529999eddf062d31f5.r2.dev/nyvarastore/products/1780691366101_kac1ul.webp","copied","18.3"
"121","colors/3d12194c-0964-4dab-9182-ba39c5bdb1d3/ img1","1780691762785_n03ctg.webp","nyvarastore/products/1780691762785_n03ctg.webp","https://pub-96ecbfcde03642529999eddf062d31f5.r2.dev/nyvarastore/products/1780691762785_n03ctg.webp","copied","19.0"
"122","colors/3d12194c-0964-4dab-9182-ba39c5bdb1d3/ img1","1780691812952_iqshqj.webp","nyvarastore/products/1780691812952_iqshqj.webp","https://pub-96ecbfcde03642529999eddf062d31f5.r2.dev/nyvarastore/products/1780691812952_iqshqj.webp","copied","23.1"
"123","colors/3d12194c-0964-4dab-9182-ba39c5bdb1d3/ img1","1780691887438_rufrqx.webp","nyvarastore/products/1780691887438_rufrqx.webp","https://pub-96ecbfcde03642529999eddf062d31f5.r2.dev/nyvarastore/products/1780691887438_rufrqx.webp","copied","24.2"
"124","colors/b8df689b-5e7b-4f11-8a98-d045af24fd33/ img1","1780689139806_tkhpfg.JPG","nyvarastore/products/1780689139806_tkhpfg.JPG","https://pub-96ecbfcde03642529999eddf062d31f5.r2.dev/nyvarastore/products/1780689139806_tkhpfg.JPG","copied","1853.3"
"125","colors/b8df689b-5e7b-4f11-8a98-d045af24fd33/ img1","1780689792421_sxixm8.JPG","nyvarastore/products/1780689792421_sxixm8.JPG","https://pub-96ecbfcde03642529999eddf062d31f5.r2.dev/nyvarastore/products/1780689792421_sxixm8.JPG","copied","2075.5"
"126","colors/b8df689b-5e7b-4f11-8a98-d045af24fd33/ img2","1780689829297_q5sc8v.JPG","nyvarastore/products/1780689829297_q5sc8v.JPG","https://pub-96ecbfcde03642529999eddf062d31f5.r2.dev/nyvarastore/products/1780689829297_q5sc8v.JPG","copied","2055.6"
"127","colors/b8df689b-5e7b-4f11-8a98-d045af24fd33/ img1","1780689888665_sbvhln.JPG","nyvarastore/products/1780689888665_sbvhln.JPG","https://pub-96ecbfcde03642529999eddf062d31f5.r2.dev/nyvarastore/products/1780689888665_sbvhln.JPG","copied","1778.2"
"128","colors/b8df689b-5e7b-4f11-8a98-d045af24fd33/ img2","1780689917238_8p1bz.JPG","nyvarastore/products/1780689917238_8p1bz.JPG","https://pub-96ecbfcde03642529999eddf062d31f5.r2.dev/nyvarastore/products/1780689917238_8p1bz.JPG","copied","1579.7"
"129","colors/b8df689b-5e7b-4f11-8a98-d045af24fd33/ img1","1780689983001_iqny6w.JPG","nyvarastore/products/1780689983001_iqny6w.JPG","https://pub-96ecbfcde03642529999eddf062d31f5.r2.dev/nyvarastore/products/1780689983001_iqny6w.JPG","copied","1525.8"
"130","colors/b8df689b-5e7b-4f11-8a98-d045af24fd33/ img2","1780689996706_0ju9co.JPG","nyvarastore/products/1780689996706_0ju9co.JPG","https://pub-96ecbfcde03642529999eddf062d31f5.r2.dev/nyvarastore/products/1780689996706_0ju9co.JPG","copied","1867.4"
"131","colors/6371b284-0f8c-4307-af38-4e385a1275f9/ img1","1780848485222_6ckrx.webp","nyvarastore/products/1780848485222_6ckrx.webp","https://pub-96ecbfcde03642529999eddf062d31f5.r2.dev/nyvarastore/products/1780848485222_6ckrx.webp","copied","37.6"
"132","colors/6371b284-0f8c-4307-af38-4e385a1275f9/ img2","1780848424214_yvffda.jpg","nyvarastore/products/1780848424214_yvffda.jpg","https://pub-96ecbfcde03642529999eddf062d31f5.r2.dev/nyvarastore/products/1780848424214_yvffda.jpg","copied","130.6"
"133","colors/b2de64ab-91be-45b0-a511-2701528556f3/ img2","1780854307101_xjwda.webp","nyvarastore/products/1780854307101_xjwda.webp","https://pub-96ecbfcde03642529999eddf062d31f5.r2.dev/nyvarastore/products/1780854307101_xjwda.webp","copied","31.8"
"134","colors/7e438a50-f614-4a94-9a28-a20f216bbd48/ img2","1780855457621_08x0o.webp","nyvarastore/products/1780855457621_08x0o.webp","https://pub-96ecbfcde03642529999eddf062d31f5.r2.dev/nyvarastore/products/1780855457621_08x0o.webp","copied","16.6"
